"H3_c12","H3K18ac_c12","H3K27ac_c12","H3K27me3_c12","H3K36me3_c12","H3K4me1_c12","H3K4me3_c12","H3K9ac_c12","H4K5ac_c12","H4K8ac_c12","input_c12","input_c14a","input_c14c","input_c8","wt_H3","wt_H3K18ac","wt_H3K4me1","wt_ZLD","bcd1","cad1","D1","da2","dl3","ftz3","gt2","h1","hb1","hkb1","kni1","kr1","mad2","med2","prdBQ","prdFQ","run1","shn2","slp1","sna1","tll1","twi1","z2"
17,21,23,25,21,26,66,15,16,5,15,20,23,10,34.45,56.61,102,50.84,0,0,0,1.23169,1.09752,0,0,0,0,1.60011,0,0,0,0,0,0,0,0,0,0,0,1.17035,0
9,8,25,68,33,24,40,10,12,8,19,23,26,9,28.1,73.26,45.084,73.78,0,0,1.20203,1.15932,1.21379,0,0,0,1.07403,1.75733,0,1.25431,1.06206,1.33296,1.24376,1.22008,1.56102,1.65683,0,0,0,1.24342,0
12,30,25,30,25,12,47,10,15,8,20,21,19,9,34.05,46.62,44.88,57.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.20086,0
16,45,15,39,7,12,35,10,16,5,17,21,27,14,28.15,38.85,64.26,35.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,11,14,39,8,22,92,10,14,7,19,21,31,14,30.25,38.85,42.84,91.76,0,0,0,0,0,0,0,0,0,0,0,1.51911,0,0,0,0,0,0,0,0,0,0,0
17,16,14,31,14,9,28,8,17,7,23,21,31,12,40.2,59.274,35.7,54.56,0,0,0,1.18662,0,0,0,1.56131,0,0,0,1.51911,0,0,0,0,0,0,0,0,0,0,0
16,15,21,39,21,13,26,15,16,7,17,17,25,12,30.65,101.454,35.7,45.508,0,0,1.0138,0,1.01115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.35188,0,1.18708,0
11,16,12,37,50,13,30,13,16,6,13,12,19,10,25.1,41.07,41.82,47.12,0,0,0,0,0,0,0,1.40725,0,0,0,1.19845,0,0,0,0,0,0,0,0,0,0,0
16,14,13,53,16,9,94,18,16,9,19,24,21,11,29.5,45.51,71.4,35.96,0,0,0,0,0,0,0,0,0,0,0,1.30479,0,0,0,0,0,0,0,0,0,1.09941,0
14,15,17,22,7,18,40,14,19,7,21,24,24,11,31.95,54.39,31.62,35.96,0,0,0,1.30225,1.19631,0,0,1.45995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,5,17,31,43,18,21,11,14,7,24,24,20,8,15.15,24.42,61.2,28.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,18,23,34,29,13,56,15,18,8,22,25,20,8,22.95,59.496,70.584,14.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,19,24,34,25,13,56,15,18,17,22,25,20,15,31.7,51.504,60.996,36.58,0,0,0,1.11872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.16703,0
17,32,32,46,34,21,26,19,19,18,26,21,22,11,35.9,59.718,90.78,1959.32,1.31274,5.22951,4.44344,4.85458,4.23269,2.0122,3.30167,1.85348,2.21872,3.05558,2.64438,4.9859,1.56617,7.08118,2.59628,2.98981,4.49307,2.86715,7.53884,2.6891,13.7397,4.05543,0
11,38,54,21,20,16,70,18,16,22,29,22,24,11,26.2,68.598,95.88,2827.51,1.31274,5.03785,4.66459,4.85458,4.2402,2.02119,3.29986,1.85348,2.2862,3.05558,2.64438,4.9859,1.56617,7.31706,2.59628,2.98981,4.49307,2.86715,7.53884,2.95275,13.7397,4.13778,0
10,23,19,22,28,19,28,17,18,19,22,23,25,14,33.05,98.79,112.302,184.76,1.31489,3.02159,3.20024,3.03332,3.67206,1.65428,1.99233,1.80387,3.78779,2.82993,0,1.85224,0,2.40259,1.47741,1.8063,1.60264,0,5.26927,1.40979,2.89649,3.88763,1.43608
6,18,17,16,22,3,33,9,12,5,12,14,17,8,15.85,66.6,0,28.52,0,1.98911,1.5982,1.51207,1.9326,1.44658,0,0,1.27668,1.54382,0,1.15501,0,1.39732,0,0,0,0,1.66888,1.33475,1.49718,1.41604,0
16,17,17,37,16,24,21,7,11,7,24,16,21,13,40.85,45.51,70.38,115.01,0,0,0,0,0,0,0,0,0,0,0,1.26067,0,0,0,0,0,0,0,0,0,0,0
13,24,29,27,8,19,35,10,15,8,22,13,19,7,33.25,45.51,52.02,34.72,0,0,0,0,0,0,0,0,0,0,0,1.26067,0,0,0,0,0,0,0,0,0,0,0
18,28,37,29,29,19,59,12,17,8,29,19,21,14,25.05,62.715,76.704,79.98,0,0,0,0,0,0,0,0,0,0,0,1.26939,0,0,0,0,0,0,0,0,0,0,0
17,21,13,11,14,15,78,16,24,6,20,21,21,9,33.45,30.414,28.56,37.2,0,0,0,0,0,1.34855,0,0,1.2815,0,0,0,1.30405,0,0,0,1.26049,0,0,1.30605,0,1.13527,0
13,19,29,44,38,5,26,19,14,6,19,24,23,8,29.3,22.755,27.54,53.94,0,0,0,0,1.08433,0,0,1.39798,0,0,0,0,1.28785,0,0,0,1.31381,0,0,1.29121,0,1.22462,0
16,11,29,42,38,12,26,12,18,4,23,15,22,18,36.35,44.4,40.8,53.94,0,0,0,0,1.08433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.22462,0
16,11,27,39,27,12,23,11,18,7,23,16,20,18,36.35,44.4,40.8,53.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,20,10,30,16,14,18,10,14,4,19,22,15,14,45.15,35.52,72.42,62.62,1.27051,0,0,0,0,0,0,0,0,0,0,0,0,1.24468,0,1.16985,0,0,0,0,0,0,0
20,13,23,30,13,14,70,12,16,6,23,17,28,14,38.05,65.49,75.48,95.48,1.27051,0,0,0,0,0,0,0,0,0,0,0,0,1.23101,0,0,0,0,0,0,0,0,0
15,14,18,21,28,12,101,12,15,4,20,22,29,12,23.8,83.25,69.36,29.76,0,0,0,0,0,0,0,0,0,0,0,1.43491,0,0,0,0,0,0,0,0,0,0,0
15,19,30,22,38,16,59,18,23,5,23,18,22,10,42.6,57.72,23.46,60.76,0,0,0,0,0,0,0,0,0,0,0,0,1.37773,0,0,0,0,0,0,0,0,0,0
13,19,21,37,38,16,82,17,17,5,24,18,22,9,42.6,54.39,29.58,103.54,0,0,0,0,0,0,0,0,0,0,0,0,1.37773,0,0,0,0,0,0,0,0,0,0
11,5,21,37,8,19,82,11,16,7,19,19,22,11,28.4,74.37,22.44,103.54,1.16495,0,1.41417,1.22715,1.563,0,0,0,0,1.56839,0,0,1.35195,1.32588,1.33607,1.28616,0,0,0,0,0,1.56208,0
16,19,23,30,62,18,33,12,13,8,19,21,23,11,28.35,85.47,59.976,97.34,1.29021,0,1.3808,1.2017,1.51373,0,0,1.61362,0,1.67007,0,1.32504,1.48383,1.29056,1.4264,1.38094,1.41035,0,0,0,0,1.58245,1.22095
21,26,25,66,34,22,33,13,10,8,15,19,20,13,35.8,48.174,86.7,95.48,0,0,0,0,0,0,0,0,0,0,0,1.34039,0,1.30185,0,0,1.26706,0,0,0,0,0,0
21,16,25,66,33,22,0,13,14,8,18,17,25,13,35.9,49.95,43.248,84.94,0,0,0,0,0,0,0,0,0,0,0,1.27597,1.33224,1.32465,0,0,1.43003,0,0,0,0,0,0
15,23,39,27,33,16,99,6,19,8,26,17,25,12,38.05,48.84,74.46,124,0,0,0,0,0,0,0,0,0,0,0,0,0,1.22681,0,0,0,0,0,0,0,0,0
15,18,21,31,43,26,99,11,16,7,20,19,18,10,32.05,48.84,72.42,73.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,9,20,32,36,21,82,13,16,7,21,21,25,10,30.7,48.84,53.04,79.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,15,10,13,29,31,49,6,13,5,22,25,20,9,20.8,38.85,12.954,114.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.20611,0
12,9,17,8,12,18,23,11,18,16,20,18,16,9,27.9,52.725,71.196,73.78,1.13863,1.81701,1.60416,1.43768,1.91092,0,1.0524,0,0,0,0,2.44456,0,2.36425,1.19207,0,0,0,0,0,0,2.01645,1.49965
13,16,20,10,4,2,11,9,20,6,12,11,13,6,25.65,8.88,13.26,48.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,26,23,32,5,9,68,13,20,6,24,19,24,10,24.05,65.49,23.46,0.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,8,2,27,12,10,42,13,21,7,28,12,15,10,28.6,65.49,47.94,48.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,11,34,47,20,15,33,13,21,7,19,19,28,11,40.9,14.43,68.544,34.72,0,0,0,1.23454,0,0,0,1.3099,0,0,0,0,1.24382,0,0,0,1.3833,0,0,1.3724,0,0,0
18,27,20,32,15,22,44,15,23,6,17,20,23,11,37.8,72.15,40.8,60.76,0,0,0,1.21828,0,0,0,1.48016,0,0,0,0,1.42411,1.2447,0,0,1.39904,0,0,1.21453,0,1.21748,0
9,32,7,20,0,15,49,14,22,6,22,18,28,7,24.6,51.06,57.12,63.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,32,7,22,10,18,49,14,22,6,27,18,28,10,24.6,78.81,57.12,32.86,0,0,0,0,0,0,0,0,0,0,0,1.26059,0,0,0,0,0,0,0,0,0,0,0
11,19,19,20,22,7,80,14,16,7,16,22,25,11,26.65,59.94,47.94,23.56,0,2.1621,1.55907,1.27227,1.47294,0,1.82923,0,1.29712,0,0,1.74483,1.30485,1.26146,0,0,1.35574,0,0,0,2.04641,1.36407,1.28746
11,19,27,35,14,12,44,8,16,7,22,22,23,8,25.15,42.069,56.1,54.56,0,1.78211,1.23484,0,1.0958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,8,8,18,8,1,89,7,11,3,19,16,20,9,26.55,23.31,4.692,10.54,0,0,0,0,1.04081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,24,17,27,28,14,0,11,12,4,15,18,21,7,17.9,94.35,35.7,80.6,0,0,0,0,1.11275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,8,25,26,16,22,28,10,19,5,19,17,22,10,21.65,71.04,106.08,43.4,0,1.75756,1.62365,1.79796,1.23431,0,2.06704,1.73706,0,0,0,1.77963,1.56291,1.45969,1.26412,1.22461,1.58704,1.95978,1.82336,0,2.0964,2.37852,0
16,9,15,23,26,22,44,12,19,5,27,16,29,16,25.65,72.372,52.02,58.9,0,0,1.3763,1.79796,1.13515,0,0,0,0,0,0,0,0,0,0,1.20178,0,0,0,0,0,2.48921,0
16,9,17,29,24,23,11,5,15,6,24,18,29,13,30.7,45.177,41.82,66.96,1.22788,0,1.37592,0,1.01878,0,0,1.56506,0,0,0,0,0,0,1.29929,1.35414,0,0,0,0,0,0,0
12,19,36,29,30,14,68,10,17,8,19,21,25,13,34.35,61.05,43.86,75.64,1.26672,0,1.50942,0,1.10053,0,0,1.56984,0,0,0,0,0,1.22603,1.68817,2.0829,0,0,0,0,0,1.22527,0
18,24,17,27,6,16,21,13,15,6,20,21,25,19,36.15,39.96,62.22,68.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.24448,1.26412,0,0,0,0,0,1.20058,0
18,10,9,17,29,18,61,12,14,4,19,16,18,12,35.6,54.945,62.22,98.58,0,0,1.28895,1.1978,0,0,0,0,0,0,0,1.42898,0,0,0,0,0,0,0,0,0,0,0
15,13,15,6,29,14,61,12,12,5,19,18,18,12,25.85,46.62,62.22,58.9,0,0,1.30748,1.11197,0,0,0,0,0,0,0,1.42898,0,0,0,0,0,0,0,0,0,1.17232,0
12,13,24,6,67,11,47,13,10,6,17,18,18,13,27.25,17.76,62.22,38.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,20,4,7,24,13,37,13,12,4,16,19,19,8,24.4,36.63,19.38,47.678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,23,9,21,0,11,35,11,20,3,25,22,20,10,29.75,47.175,28.56,82.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,10,13,25,0,14,101,17,19,6,17,13,29,10,28.25,25.53,43.86,35.712,0,0,0,0,0,0,0,0,0,0,0,1.32463,1.33787,0,0,0,0,0,0,1.38951,0,0,0
12,13,20,25,35,22,23,11,14,5,24,15,29,10,32.55,88.8,43.86,71.92,0,0,0,0,0,0,0,0,0,0,0,1.25074,0,0,0,0,0,0,0,1.23586,0,0,0
15,11,36,32,25,23,66,10,16,7,20,17,26,10,34.8,88.8,71.4,84.94,0,0,0,1.26524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,16,36,31,25,28,37,10,15,8,24,18,27,11,39.35,55.5,58.14,84.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,8,32,25,28,12,34,15,16,9,22,27,23,10,36.6,81.03,45.9,98.704,0,0,0,0,0,0,0,0,0,0,0,1.30167,0,0,0,0,0,0,0,0,0,0,0
18,12,24,15,9,12,35,13,16,6,19,21,18,11,36.6,22.2,40.8,41.54,0,0,0,0,0,0,0,0,0,0,0,1.19164,0,0,0,0,0,0,0,0,0,0,0
14,22,30,29,19,18,66,16,14,4,26,17,17,8,32,32.19,45.9,51.584,0,0,1.23431,0,0,0,0,0,0,0,0,0,1.35008,0,1.27329,0,0,0,0,1.30439,0,1.37659,0
20,23,24,37,17,19,42,13,18,4,23,17,20,8,42.75,60.828,53.448,69.44,0,1.51468,1.60649,0,1.20907,0,0,0,0,0,0,1.16272,1.38462,0,1.27329,0,0,0,1.62047,1.37891,0,1.1544,0
15,27,35,11,16,31,63,10,14,13,19,19,29,11,43.5,68.82,182.58,172.856,1.52969,1.83814,2.1788,1.33464,2.67795,0,2.38968,0,1.44999,1.5411,0,1.30351,0,1.8903,1.16107,1.22634,0,0,2.05061,0,0,1.56315,1.51637
10,43,32,61,20,29,63,11,18,14,27,19,29,12,33.95,83.25,127.092,860.436,1.5815,3.1813,6.01544,2.81638,2.72635,1.65175,5.3216,0,1.30095,2.14293,0,3.58577,0,2.62853,1.53172,2,1.99189,0,1.70665,0,0,1.64557,1.20289
17,25,17,37,30,9,18,15,19,12,24,19,21,12,35.1,75.48,102.612,158.72,1.48479,3.17407,4.15725,1.76501,1.83946,0,4.13569,0,1.27344,1.84054,0,2.64667,0,2.14827,1.26659,1.34113,1.73444,0,1.50979,0,0,1.28421,1.30249
14,28,35,36,30,30,87,15,17,9,24,19,23,12,35.1,47.73,63.24,83.7,0,0,0,1.25671,0,0,0,0,0,0,0,0,0,0,1.21927,1.20748,0,0,0,0,0,0,1.34958
21,18,35,30,38,13,68,17,15,8,20,17,23,11,37.85,59.607,31.62,47.12,0,0,0,0,1.08269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.30434
14,17,38,36,17,13,43,9,17,9,22,18,18,12,33.45,63.27,51,47.12,0,0,0,0,1.13518,0,0,0,0,0,0,0,0,1.35853,0,0,0,0,0,0,0,0,1.19655
14,18,38,21,23,14,43,13,17,9,22,21,21,12,32.75,53.28,46.92,32.86,0,0,0,0,1.13183,1.49186,0,0,0,0,0,0,1.36625,1.14975,0,0,1.41365,0,1.70021,0,0,0,0
22,26,25,23,17,13,7,7,15,14,24,18,23,13,30.45,51.06,19.38,90.52,0,1.70832,1.21645,0,0.976879,0,0,0,0,0,0,0,0,0,0,1.16491,0,0,0,0,0,1.20301,0
16,18,20,23,47,18,23,20,18,13,26,19,24,12,24.25,49.95,52.02,150.536,0,1.70434,0,1.34493,1.24021,0,0,0,1.84058,0,0,1.48414,0,1.35104,0,1.19612,0,0,0,0,0,1.71369,0
7,16,15,30,54,11,118,10,18,9,19,20,22,11,25,53.28,51.714,93.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,22,29,15,54,28,59,13,20,9,19,24,25,16,26.35,55.5,46.92,120.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,20,13,37,66,16,75,10,12,4,16,20,21,9,22.7,32.19,29.58,97.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.07596,0
9,15,24,5,27,7,14,11,13,4,15,13,17,6,26.75,35.52,42.228,42.78,0,0,1.20149,1.25163,1.38516,0,0,0,0,0,0,0,0,1.23569,0,0,0,0,0,0,0,1.14523,0
10,8,12,10,14,9,14,12,8,2,17,21,18,7,34.55,24.42,53.04,53.32,1.11402,1.36489,1.20846,1.27288,1.28144,0,0,0,0,1.19344,0,0,0,1.23569,0,0,1.44436,0,0,0,0,1.1951,0
12,9,20,22,2,14,35,10,13,11,22,21,23,11,34.55,99.9,111.18,53.32,1.38082,2.7418,4.21396,2.00782,2.66276,0,1.82636,0,1.44702,1.92059,0,2.71782,0,1.73794,0,1.17745,1.33226,0,2.65321,0,0,3.07225,1.33187
6,9,8,20,16,6,21,9,9,5,27,23,21,11,19.8,26.862,48.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,17,17,11,41,23,75,8,20,8,27,22,18,11,28.6,57.72,30.6,37.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.21384,0,0,0,0
10,14,17,15,33,13,56,12,20,5,22,19,16,7,19.6,62.16,34.68,37.2,0,0,1.2754,1.42224,1.15592,0,0,0,0,0,0,0,0,0,0,0,0,0,1.87986,0,0,1.25221,0
11,17,4,10,24,15,42,18,12,4,13,13,17,9,22.55,51.06,63.24,51.46,0,0,1.36754,0,1.44835,0,0,0,0,0,0,1.34337,0,0,0,0,0,0,0,0,0,1.13872,0
9,14,21,18,24,18,73,11,12,5,16,17,23,15,21.65,51.06,52.02,59.52,0,1.53241,1.35791,0,1.1374,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05589,0,0,0,0
10,11,30,27,21,11,42,6,9,6,17,24,23,8,31.85,51.06,97.308,80.6,0,1.57557,1.57784,1.48763,2.21923,0,3.25134,0,1.21905,1.47619,0,1.34184,0,1.64979,1.21687,0,0,0,1.72731,0,1.79184,1.74376,1.16965
11,8,14,30,17,20,37,7,12,7,15,18,19,8,20.55,47.952,48.96,55.8,0,0,1.21512,1.20093,1.42005,0,0,0,0,0,0,1.37689,0,0,0,0,0,0,0,0,0,0,0
11,25,23,7,13,11,49,5,17,5,23,17,24,10,33.95,28.86,57.12,73.78,0,0,0,1.17696,1.13159,0,0,0,0,0,0,1.26962,0,0,0,0,0,0,0,0,0,1.16715,0
11,25,20,3,23,24,35,11,15,4,23,20,30,9,33.95,33.3,45.9,99.82,0,0,0,1.34278,1.15337,0,0,0,0,1.5318,0,0,0,0,0,0,0,0,0,0,0,1.33986,0
16,21,20,21,50,16,18,18,20,5,25,21,21,11,26,57.276,21.42,17.36,0,0,0,1.2847,0,0,0,0,0,1.70748,0,0,0,0,0,0,0,0,0,0,0,1.19995,0
11,17,15,16,50,38,52,11,14,5,19,22,21,13,30.25,48.618,46.92,119.04,0,0,1.24375,0,1.49267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.19544,0
14,13,14,29,31,16,66,17,21,5,22,21,24,10,30.35,47.73,61.2,65.72,0,0,0,0,1.62408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.85185
13,28,14,34,24,18,66,17,12,6,19,25,23,10,31.9,56.61,61.2,50.84,0,0,1.23899,1.38989,1.70784,0,0,0,0,0,0,0,1.52755,0,0,0,1.54242,0,0,1.32231,0,1.22508,1.85185
11,12,20,31,29,12,68,10,15,6,20,18,22,10,20.25,68.82,61.2,58.28,0,0,1.34,1.42286,1.26261,0,0,0,0,0,0,0,1.44388,1.31791,0,0,1.21093,0,0,1.33022,0,1.11634,0
9,8,23,31,29,12,68,10,15,6,22,24,15,10,23.75,68.82,40.8,32.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.14534,0
21,18,8,13,21,14,28,17,18,8,19,25,24,11,42.6,25.53,46.92,75.64,0,0,0,0,0,1.54971,0,0,0,0,0,0,1.30151,0,0,0,1.39201,0,0,0,0,0,1.19955
17,15,8,47,31,17,35,14,16,9,26,21,25,10,44.95,61.05,62.22,89.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,13,19,30,22,16,42,10,18,6,20,24,22,12,32.45,36.63,72.42,74.214,0,0,1.18626,1.24692,0,0,0,0,0,0,0,0,1.51059,1.23802,0,0,1.3176,0,0,1.42623,0,1.14673,0
17,18,30,30,20,12,23,13,15,8,20,23,21,9,28.6,28.527,48.96,51.46,0,0,0,0,0,0,0,0,0,0,0,1.31293,1.32331,0,0,0,0,0,0,0,0,0,0
16,13,13,54,36,16,42,15,16,7,26,23,28,9,42.55,63.27,67.728,170.5,1.27691,0,0,1.26253,1.61622,0,0,0,0,1.70567,0,0,0,1.21044,0,0,0,0,0,0,0,2.08687,0
19,28,23,33,41,22,70,23,16,11,22,28,24,10,44.55,35.52,54.06,59.582,1.27919,0,1.16235,1.1258,1.12566,0,0,0,0,0,0,1.20142,1.2729,1.18368,0,1.19003,0,0,0,0,0,0,0
14,24,34,29,30,18,80,15,20,15,18,24,24,10,34.4,66.6,95.88,410.564,1.34927,3.40255,5.6816,4.50452,6.00637,0,2.03149,3.60713,2.02302,0,0,2.19585,1.32768,4.97872,1.28789,1.19527,1.34651,2.09909,1.86535,0,1.74247,3.38523,1.67925
8,24,13,22,30,20,61,15,10,15,18,19,23,9,12.8,66.6,18.36,147.56,1.29544,3.07069,3.39307,2.36009,6.00637,0,2.08485,1.41002,1.8949,0,0,2.19585,1.36802,4.97872,1.4267,1.29175,1.3543,1.97627,1.64839,0,1.82361,3.00328,1.54428
8,13,14,20,14,16,40,7,10,6,13,20,15,8,12.5,44.4,24.48,106.64,0,0,0,0,1.11867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,17,18,21,58,14,40,9,17,6,20,21,22,9,20.9,36.63,38.76,42.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,8,43,9,41,16,33,15,14,13,23,23,18,7,8.3,68.82,51,145.7,0,2.717,2.39825,2.0756,5.90448,0,1.86194,2.90861,1.47761,1.80205,0,1.46104,1.67653,3.17454,1.48503,1.41937,0,1.89612,1.96614,0,2.09666,1.95661,1.14781
11,9,20,20,12,6,18,11,12,3,13,15,14,8,27.1,39.072,29.58,32.86,0,0,1.2517,1.52651,1.22081,0,0,1.23353,0,1.48287,0,0,1.09209,0,1.08304,1.1036,0,0,1.6909,0,0,1.90828,0
16,28,19,37,20,19,32,10,17,6,16,20,18,9,28.95,72.15,29.58,39.06,0,0,0,1.24018,1.11177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,19,13,27,21,16,113,13,16,9,23,23,23,10,30.2,28.86,86.7,129.58,0,0,1.23022,2.32843,1.17397,0,0,0,0,0,0,1.28928,1.31311,1.38185,1.63461,1.81796,1.44093,0,2.69917,0,0,1.58148,5.26517
24,25,18,31,34,18,49,15,21,6,26,36,20,11,38.05,37.518,48.756,88.536,0,0,0,2.16611,1.18473,0,0,0,0,0,0,1.28454,0,1.38185,1.63461,1.81796,0,0,1.7353,0,0,3.17973,5.26517
24,25,18,32,34,18,120,15,21,8,26,36,23,13,38.05,52.614,56.1,78.12,0,0,0,2.16611,1.1238,0,0,0,0,0,0,0,0,0,1.37203,1.28592,0,0,1.7353,0,0,3.17973,1.6631
15,17,25,32,12,14,35,11,16,9,18,22,29,18,37.4,51.06,48.96,41.478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.19173,0
18,17,25,23,25,16,35,17,17,9,18,22,26,18,46.75,28.86,65.28,46.5,0,0,0,0,1.11973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,13,26,31,34,17,14,15,15,7,22,19,23,14,36.05,72.816,19.38,81.22,0,0,1.45995,1.32593,1.12641,0,2.04286,0,0,0,0,1.30258,0,0,0,1.17868,0,0,0,0,0,0,0
16,17,14,44,20,10,52,14,12,6,21,21,29,10,29.5,39.516,72.114,98.704,0,0,1.41119,3.81583,3.34272,0,0,0,0,1.76826,0,1.3395,0,1.689,3.89633,5.46818,1.49449,0,0,0,0,1.63672,1.34689
16,21,21,35,33,10,52,16,21,6,21,22,22,11,28.75,22.2,32.538,98.704,0,0,1.40904,3.81583,1.24092,0,0,0,0,1.75054,0,1.3395,0,1.24161,3.89633,5.46818,1.49449,0,0,0,0,1.63672,0
17,14,24,27,10,14,59,13,20,8,23,22,21,10,31.55,50.949,94.86,115.692,0,0,0,1.3185,0,0,0,0,0,0,0,0,0,0,1.12292,1.21539,0,0,0,0,0,0,1.22286
14,14,55,30,4,14,47,15,17,5,17,22,27,19,29.15,50.949,60.18,115.692,0,0,1.23327,0,1.14187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.25188,0
13,15,30,26,20,11,37,8,17,8,17,13,20,12,33.3,33.3,31.62,43.4,0,0,0,1.14447,1.13684,0,0,0,0,0,0,1.26551,0,0,1.42705,1.56961,0,0,0,0,0,0.99579,1.23444
12,21,36,18,18,10,40,19,19,4,24,16,22,8,33.95,55.5,29.58,29.76,0,0,1.20535,2.24687,1.13684,0,0,0,0,0,0,1.31365,0,0,2.46897,2.95283,0,0,0,0,0,1.3954,0
24,21,30,30,21,20,44,15,18,11,24,24,28,13,42.55,99.9,75.48,325.128,1.29076,1.83154,5.49889,6.22835,2.65929,3.16991,2.7813,2.19299,0,1.539,0,2.7519,1.45223,3.81647,7.72829,9.66656,3.19066,3.15849,0,1.79033,2.65957,2.07625,0
17,12,30,18,42,9,73,14,16,8,23,17,20,10,31.8,72.261,62.832,67.58,0,0,1.25845,1.51429,2.73085,0,2.03632,0,0,0,0,1.18054,0,1.28247,1.21762,1.35126,0,0,0,0,0,1.44755,0
14,35,20,29,10,31,44,9,22,7,23,26,21,7,33.1,19.98,83.64,89.59,0,0,1.11764,0,0,0,0,0,0,0,0,0,0,0,0,1.24534,0,0,0,0,0,1.15234,0
13,24,28,26,25,23,40,10,17,8,17,19,21,12,27.5,74.37,67.32,125.86,0,0,3.69439,1.94537,1.47717,0,0,1.50086,0,1.90846,0,1.86797,0,2.09066,1.23858,1.46962,1.90642,0,1.85115,0,0,2.1191,0
17,24,19,28,29,20,49,13,19,9,22,15,28,16,30.6,16.65,87.72,17.98,0,0,1.24488,0.98267,0.992167,0,0,0,0,0,0,1.15861,0,1.31732,1.21652,1.14282,0,0,0,0,0,1.17445,0
17,28,19,31,20,18,42,14,19,8,22,15,25,11,29.35,51.06,87.72,76.88,0,0,1.53775,1.6179,1.45524,0,0,1.46603,1.32732,0,0,0,0,1.49134,1.26177,1.31656,1.49567,1.92009,2.73394,0,0,1.83132,0
15,18,12,31,46,20,16,9,16,7,26,21,22,11,32.85,47.73,31.62,63.24,0,0,0,1.20325,1.13428,0,0,0,0,1.48206,0,0,0,1.22143,0,1.18759,0,0,0,0,0,0,0
